label,youtube_id,time_start,time_end,split
putting wallpaper on wall,oMpTgbIJe-8,0,10,train
looking in mirror,oNinK12EvI0,0,10,train
opening coconuts,oOEXsVdlaLY,0,10,train
applying cream,oOGNcsqVmlY,192,202,train
calculating,oOXCtgskQ8s,343,353,train
saluting,oPH3xpKs5FU,0,10,train
entering church,oPHjTcwIfxs,61,71,train
carrying weight,oQz1WgOpZRs,0,10,train
shooting off fireworks,oREPm4NErJQ,0,10,train
applying cream,oRIHPwDeLhU,8,18,train
square dancing,oS2QSsl-qaI,133,143,train
playing piccolo,oS6a3qVe8DM,316,326,train
card stacking,oSMNj1cfyEY,299,309,train
steering car,oSPoa-Aq3v8,0,10,train
blending fruit,oSmLaNIZV68,472,482,train
brushing floor,oTWZCtR6TEY,0,10,train
skiing mono,oTahTmV-CKQ,0,10,train
assembling bicycle,oU3bkVQ1ecA,282,292,train
dealing cards,oUOtlmwjccY,81,91,train
pulling rope (game),oUm0hD_O7jY,16,26,train
playing rounders,oVPTR3X7IzE,43,53,train
surveying,oV_Iot9MA64,0,10,train
eating nachos,oVtqi63Y4CY,265,275,train
treating wood,oWE8rR_PHwc,104,114,train
curling eyelashes,oWZo6qWLgQ0,13,23,train
curling eyelashes,oWaVdRgp-YY,116,126,train
punching person (boxing),oWjNUqunj4Q,0,10,train
pouring milk,oWnkuWDmkh0,20,30,train
coloring in,oXXYGHbPnKE,112,122,train
saluting,oYRqsF_dhPs,72,82,train
opening coconuts,oY_sW24QrEY,20,30,train
playing with trains,oYjRPGscWqo,8,18,train
listening with headphones,oYqm3etXYEo,70,80,train
blending fruit,oYuuCqnBdLA,0,10,train
looking in mirror,oZ7pEj_0UqU,0,10,train
poaching eggs,oZHqo1pe7FY,10,20,train
ski ballet,oZcr7U7orSs,31,41,train
poaching eggs,oZm_Qi3KAC4,483,493,train
pulling rope (game),oZtvpEE0QDw,0,10,train
making slime,o_eYsNJqOSM,4,14,train
steer roping,o_j8iku2SW4,0,10,train
sausage making,o_pW0UK-NoI,182,192,train
square dancing,o_tw0h6BGJ8,72,82,train
filling cake,oaP3GEwXu9I,279,289,train
pouring milk,oaaKLv9c0g8,0,10,train
pulling rope (game),ob_Cm29Prn8,73,83,train
twiddling fingers,ocDjwRUZhmU,102,112,train
steer roping,ocbfO7Ap1AM,0,10,train
ski ballet,od5IrSmwAVc,13,23,train
pulling espresso shot,odKvzq4QuQw,78,88,train
waxing armpits,odRcKYdeH4c,0,10,train
tossing salad,odpbpN2p16c,48,58,train
tossing salad,odwCBWs2wS4,68,78,train
playing road hockey,oeGyhvd7pxY,0,10,train
coloring in,oeX3xmQLKh8,159,169,train
saluting,oenH3ZIjEhU,9,19,train
playing rounders,ofTmn9vIRX8,0,10,train
brushing floor,oftFxfFZ880,252,262,train
treating wood,ogv16oKGk7E,75,85,train
looking in mirror,ohLp7BID72E,104,114,train
gospel singing in church,ohlG6HY8Nu0,0,10,train
steer roping,oi5zL_BXaBk,344,354,train
vacuuming car,oigGJmiRg7w,57,67,train
pulling rope (game),oitGvIud4mQ,18,28,train
baby waking up,oixJMNy3U34,22,32,train
ski ballet,oizGjuMh61c,22,32,train
opening coconuts,oizZNH6Ivgg,0,10,train
entering church,ojXJdeYBIpg,25,35,train
shoot dance,ojc79n1N03s,232,242,train
pulling rope (game),okOYSZC0Nsg,0,10,train
blending fruit,okUPx9e8O_4,0,10,train
herding cattle,okb48taUj24,0,10,train
listening with headphones,olI9jG-XLvo,7,17,train
pulling rope (game),olMyrgmfpr8,0,10,train
vacuuming car,olj1K0v30-w,51,61,train
uncorking champagne,olwPey1bfoM,27,37,train
pouring milk,omAT7Nzp_2E,0,10,train
opening coconuts,omI-RLF7VdA,0,10,train
steering car,omX56ORrWWQ,0,10,train
using atm,omnqkS6nnjQ,80,90,train
polishing furniture,omvB2fjWr3E,125,135,train
cutting orange,onEaqiYcY3o,32,42,train
delivering mail,onXlVhDQ9Gk,0,10,train
being in zero gravity,onenFqx3E9Y,19,29,train
letting go of balloon,onsKo0XHJPM,3,13,train
steer roping,oo9jpTElZsg,2,12,train
pulling espresso shot,ooAW54P5jRI,95,105,train
listening with headphones,opjYas7N0gA,0,10,train
sieving,oqQ54Zh2jks,0,10,train
filling cake,oqW6hGeb-l0,82,92,train
pulling rope (game),oq_jgVpuF0A,10,20,train
testifying,oqnMfo3jEhE,170,180,train
assembling bicycle,oquBx86u1DQ,160,170,train
treating wood,or-YMWYOdmM,0,10,train
doing sudoku,or2IPB4SkRY,804,814,train
saluting,orIDwTrAk9o,19,29,train
doing sudoku,orXVt100IQU,602,612,train
opening coconuts,or_Tllv3Yg4,77,87,train
listening with headphones,orn5_UqaAGs,458,468,train
blending fruit,ornB6nTbAPU,124,134,train
pulling espresso shot,oru1krAT5yA,279,289,train
chiseling stone,os_QUVXfi2c,0,10,train
playing blackjack,osnBP2vzZws,142,152,train
grinding meat,otM-l_erjqs,26,36,train
squeezing orange,otPRTqPBhvQ,168,178,train
square dancing,otZqGPHlKsI,0,10,train
playing piccolo,otleQaxwBfQ,0,10,train
steering car,ouLAnyM93oI,0,10,train
listening with headphones,ouRmwHWxEzo,1,11,train
shopping,outsXGou_aw,0,10,train
mixing colours,ovUsr0owoV4,0,10,train
grinding meat,ov_9XFSQcps,178,188,train
stacking dice,ovemDSfMUUw,2,12,train
cutting cake,ovgZ4kYQGF0,199,209,train
square dancing,owASAiMyEEs,81,91,train
shopping,owUL2VF1CnY,1,11,train
carrying weight,ownsgvt-NnE,55,65,train
base jumping,oxQfNkmawU4,49,59,train
doing sudoku,oxwaX0HW4Uw,201,211,train
scrubbing face,oy57tIm0260,104,114,train
squeezing orange,oyTcPkpL8xw,0,10,train
curling eyelashes,ozRfP7VUKB0,54,64,train
polishing furniture,ozeaGwyYj7w,68,78,train
gospel singing in church,p-IKBUbI7XA,0,10,train
stacking dice,p-nII2xu-M0,13,23,train
picking blueberries,p0M_YYUvU2g,0,10,train
eating nachos,p0xm-KGPWWU,246,256,train
blending fruit,p14WYkXd8p0,89,99,train
tossing salad,p1Hy7fPXmh8,67,77,train
jumping sofa,p1bm-z-fm-g,0,10,train
vacuuming car,p1cSl7divEc,210,220,train
swimming with sharks,p2A8J0iYi7o,252,262,train
steering car,p2U1Zc8S0iI,0,10,train
uncorking champagne,p2_f2J5_0z0,25,35,train
coloring in,p2wW02xuh0I,50,60,train
seasoning food,p3Gvgs9UH2k,365,375,train
scrapbooking,p3o2cLPArCQ,0,10,train
testifying,p4Rcf5kfqZ4,0,10,train
playing with trains,p4RpUhsaPLk,63,73,train
shooting off fireworks,p5-41-fAlV8,0,10,train
jumping sofa,p5-o_7edqAE,0,10,train
listening with headphones,p5Q7e1bVlDM,361,371,train
saluting,p5TbDGjAghI,10,20,train
sausage making,p5fI18DoKAY,420,430,train
saluting,p5xHTssedlI,389,399,train
delivering mail,p6H3PeLBbCI,0,10,train
treating wood,p6PGgXzg4Mw,43,53,train
stacking dice,p6zXg_UKW0E,13,23,train
uncorking champagne,p8GmPDX6fII,0,10,train
shoot dance,p8LmhYyV_j0,0,10,train
opening coconuts,p8McRadwyXA,23,33,train
putting wallpaper on wall,p8RzjbLMwyY,0,10,train
playing piccolo,p8ZP5LVZr3s,29,39,train
playing nose flute,p8ePNJKYIr0,0,10,train
using atm,p8zgpix6vZw,289,299,train
looking in mirror,p993EBzrzYM,148,158,train
scrapbooking,p9GM7P0QbYg,41,51,train
playing shuffleboard,p9cm0PvMu2A,54,64,train
doing sudoku,p9ytaMoBOz8,198,208,train
picking blueberries,pA4CebNBXfA,0,10,train
testifying,pAEPlldbnuc,220,230,train
playing piccolo,pAiLHJLvl28,46,56,train
entering church,pAtgu1VLwS0,0,10,train
blending fruit,pBNGuhY_Xww,73,83,train
seasoning food,pBn3-i56HdI,414,424,train
letting go of balloon,pCE2-2fQza0,29,39,train
treating wood,pCWH8XyE7Zs,262,272,train
curling eyelashes,pD4Lw_NHGVA,276,286,train
tossing salad,pDDjOQeMGHQ,43,53,train
shoot dance,pDGcJJB6ldg,2,12,train
stacking dice,pDJLcO2CZEI,0,10,train
changing gear in car,pDScgSoGcAg,2,12,train
dyeing eyebrows,pDTEljpgwIo,122,132,train
filling cake,pDWariFhWBk,14,24,train
treating wood,pDX-A8d-AOE,128,138,train
playing rounders,pDc-1rFvgi8,0,10,train
listening with headphones,pE-dYF6PhGU,268,278,train
shopping,pEkhTvOggNk,17,27,train
playing rounders,pEmn4FT5RHQ,26,36,train
tiptoeing,pExq2BKVGak,12,22,train
entering church,pEyCGOw76DM,35,45,train
twiddling fingers,pGLnf8Ni6KU,0,10,train
poaching eggs,pGMXo4HKrxg,96,106,train
vacuuming car,pGriVh0YTAw,0,10,train
seasoning food,pHQmQMir8CE,51,61,train
punching person (boxing),pHd3BUXDv7A,22,32,train
shredding paper,pHwiA5X540g,184,194,train
calculating,pHzrSg4Hnuk,107,117,train
shooting off fireworks,pI7qljtQAPg,11,21,train
testifying,pIHKmPEn5dA,0,10,train
closing door,pIJt6dErZRo,21,31,train
applying cream,pItkyPQ8uvk,22,32,train
stacking dice,pJH-PQSbLog,83,93,train
entering church,pJsI1gWPgoU,48,58,train
picking blueberries,pJyLBB_95-8,47,57,train
coloring in,pKCjUBL9V-0,223,233,train
tossing salad,pMgMOCTk9Gs,240,250,train
delivering mail,pNjit3LPbpg,12,22,train
eating nachos,pNp2oZJi5ZI,393,403,train
bending back,pNqZiUg7Tdc,116,126,train
applying cream,pNrlBG_tbL4,426,436,train
entering church,pOCiVbw04MM,8,18,train
pulling rope (game),pOMzBpt8Kxw,30,40,train
picking blueberries,pOTTe0Q1y1A,27,37,train
swimming with sharks,pOjO18VhMOs,0,10,train
adjusting glasses,pOrN13rmOeQ,0,10,train
coloring in,pPULLosm2F4,66,76,train
seasoning food,pPx0gUKtZD8,101,111,train
pulling rope (game),pQaVm_K-IvE,15,25,train
opening coconuts,pQatfCfBV4Q,28,38,train
opening coconuts,pQes6Vi8uiY,24,34,train
tossing salad,pR2AVEV8ndk,147,157,train
treating wood,pR36aVOx7p4,314,324,train
steer roping,pS9VaoRSXTI,0,10,train
swimming with sharks,pStWI9ud-ac,610,620,train
calculating,pT36tzMx2_w,244,254,train
answering questions,pT5or4vIqg4,311,321,train
base jumping,pTL4Pt1Ll6M,60,70,train
swimming with sharks,pTOXfCYAc9M,0,10,train
brushing floor,pUW52_GI_qg,0,10,train
playing nose flute,pUjy-meVQRs,10,20,train
carving marble,pUyiuPlcG0c,0,10,train
steering car,pVBF3GZfHz4,164,174,train
jumping sofa,pVDWl_GIpyE,11,21,train
filling cake,pVH3V5K2lfA,261,271,train
steer roping,pWfSmEVgFGo,0,10,train
applying cream,pWprX1WrmJ4,135,145,train
shoot dance,pWyZN6vHVG8,21,31,train
vacuuming car,pXKKKD4pc7g,0,10,train
card stacking,pXQ14rAiIUw,297,307,train
scrapbooking,pXSxFVbi3ss,341,351,train
assembling bicycle,pXTpta7oR3o,186,196,train
baby waking up,pXXMLLZATL4,16,26,train
assembling bicycle,pXbjZhsbw90,39,49,train
pulling rope (game),pY6kU7yvCvU,0,10,train
treating wood,pZDDNHuCCqg,8,18,train
applying cream,pZNd90j2PN4,30,40,train
blending fruit,pZYkVlljTe4,24,34,train
pulling rope (game),p_2zY2V90xQ,6,16,train
steering car,p_6CGfeOmuU,0,10,train
filling cake,p_SDEcPWga4,241,251,train
entering church,p_WnVdfatbI,0,10,train
cutting cake,p_jtOPsYKWQ,131,141,train
putting on sari,p_xHaIlHhw0,0,10,train
adjusting glasses,pa21mff_U2o,0,10,train
playing mahjong,paKtYi-I1EY,99,109,train
being in zero gravity,paPsVbO-huE,0,10,train
filling cake,paduIiX65w0,0,10,train
filling cake,paqgREcYiCA,121,131,train
playing shuffleboard,patYKhxkGaw,0,10,train
playing shuffleboard,pbemX94ENxU,133,143,train
scrapbooking,pbr1kZged3c,256,266,train
ski ballet,pc466M0wTe0,170,180,train
picking apples,pcYueUQj9KI,307,317,train
curling eyelashes,pcfpx3mU6yw,0,10,train
grooming cat,pdHBiNp_45s,0,10,train
springboard diving,pdTTozpGbnU,1164,1174,train
baby waking up,pdUz3TWWeP0,7,17,train
blending fruit,peEtJLPDQBA,65,75,train
assembling bicycle,pe_8waezNGY,0,10,train
square dancing,peiQDE4ZyMI,149,159,train
doing sudoku,peyZGeRjmxs,449,459,train
dyeing eyebrows,pfLCmvUNiAs,528,538,train
shoot dance,pfMR53jNwqU,0,10,train
stacking dice,pgo3NVGxRRc,215,225,train
doing sudoku,phBVgq1em3c,1001,1011,train
making slime,phFodo_h5Ik,181,191,train
filling cake,phWiGMq5iXQ,402,412,train
capsizing,phbTUdp0XPg,320,330,train
shopping,phyHtRITLVw,157,167,train
playing road hockey,pi0sJxQ9HG4,14,24,train
polishing furniture,pi2Bt8tnEak,79,89,train
brushing floor,pi6rE-qyw_o,0,10,train
stacking dice,pia5O5AUR34,0,10,train
playing shuffleboard,pijrOMySuYM,18,28,train
square dancing,pj24s4q0q5c,9,19,train
steering car,pjWhUd8pQnc,24,34,train
testifying,pjl3Ok9ppIE,62,72,train
listening with headphones,pjt5hVK_GSY,319,329,train
carving marble,pk6DtMBsAiA,189,199,train
listening with headphones,pk8YBF71Ay8,76,86,train
stacking dice,plhO-iwigTg,0,10,train
pulling rope (game),plreSDh2F9k,0,10,train
jumping sofa,pmee3-yGBBQ,40,50,train
brushing floor,pn6B3vMl4YQ,0,10,train
playing nose flute,pnsmhTxq2SU,0,10,train
gospel singing in church,po1T-SY72QM,4,14,train
adjusting glasses,po3e91PwUOA,20,30,train
laying stone,po3ixPBd2xU,232,242,train
doing sudoku,po_M6fALlpA,1307,1317,train
treating wood,ppVJtnm8KXU,879,889,train
playing rounders,ppxiVGNZ0Yg,13,23,train
making slime,pq04-xIroBo,27,37,train
listening with headphones,pqS1j_GOu00,42,52,train
grooming cat,pqSvMcdjT0o,0,10,train
poaching eggs,pqT8EJlAKO4,193,203,train
pulling rope (game),pqhLgKHM75I,0,10,train
skiing mono,pqiwB1jh428,38,48,train
playing piccolo,pqrKKOrI18Q,126,136,train
putting on sari,pqrXKJvOYGk,0,10,train
changing gear in car,prWjIg3ipWI,77,87,train
baby waking up,psZ8L01tGPw,0,10,train
scrubbing face,pspGA5fIkHU,93,103,train
decoupage,pt1xfxb9Kuk,156,166,train
pulling rope (game),pt4alP-P6tA,0,10,train
spinning plates,ptGBXJp707s,24,34,train
pulling rope (game),ptcvFPy7miM,0,10,train
playing nose flute,puOF-hs4iqE,0,10,train
delivering mail,puW_lVna0aU,2,12,train
adjusting glasses,pudqw5t1pW4,175,185,train
making slime,pum0vFffUD4,36,46,train
spinning plates,pvCzKe1iRvk,141,151,train
curling eyelashes,pvGdoX4XkeM,0,10,train
filling eyebrows,pvIXH8UD288,74,84,train
opening coconuts,pvbDNobblZg,0,10,train
dyeing eyebrows,pvxqFBdxSZg,169,179,train
pouring milk,pw-6ogsPieI,0,10,train
vacuuming car,pwJeouQ7fAU,0,10,train
applying cream,pwPgULfmlbI,61,71,train
mixing colours,pwoRvnUezmo,9,19,train
playing with trains,pxMF00f2Ga0,17,27,train
poaching eggs,pxbe5Xz7F0U,28,38,train
brushing floor,py1ww3LcJ5w,281,291,train
playing piccolo,py8VsXBf2IA,43,53,train
doing sudoku,pyE1CUIxPcY,47,57,train
skiing mono,pyQ4fmmTVYc,51,61,train
looking in mirror,pysUr55TzBA,5,15,train
playing with trains,pzdTYGnhXIg,255,265,train
blending fruit,pznXESDhqG8,15,25,train
photobombing,pzvOstBQACs,0,10,train
shoot dance,q-4MynTOIJU,7,17,train
steer roping,q-FV5HGmb5Q,0,10,train
being in zero gravity,q-grwjx-J1Y,89,99,train
closing door,q-gtShEDr2s,0,10,train
letting go of balloon,q07FBNNHsO4,151,161,train
using atm,q0C7KgHaFCA,31,41,train
waxing armpits,q0IT-bZMPos,104,114,train
making slime,q0K1Xa27W5c,173,183,train
closing door,q18v9icS4Js,0,10,train
steering car,q1kdlnoxk9Y,64,74,train
photobombing,q1vgDVCeqLA,0,10,train
taking photo,q28BmAoMCFc,165,175,train
adjusting glasses,q2G7s3bEjHo,67,77,train
taking photo,q2Kp7eHaukw,24,34,train
saluting,q2ZyiWb6jbU,0,10,train
filling eyebrows,q35BF6d4gJU,8,18,train
herding cattle,q35mZpKq5kQ,0,10,train
assembling bicycle,q3FQFXN7ofY,143,153,train
carving wood with a knife,q3LstSCQamQ,256,266,train
curling eyelashes,q3n0fOP9KTg,39,49,train
pulling rope (game),q4O1g2E68Ck,0,10,train
testifying,q4v_y_jCit8,464,474,train
playing shuffleboard,q4wHuklkMCY,56,66,train
shoot dance,q5QhIDsg01Y,17,27,train
waxing armpits,q5tJ7kNRFOw,0,10,train
herding cattle,q6EFF_WRA_I,0,10,train
letting go of balloon,q6Ef8izNqxA,40,50,train
punching person (boxing),q6xBXFt2rmQ,105,115,train
playing rounders,q7RCDTsIREA,57,67,train
sucking lolly,q7WJdT2lawo,359,369,train
waxing armpits,q803xErQ2pQ,196,206,train
threading needle,q891iitRtfk,37,47,train
letting go of balloon,q8_brzpN1nY,11,21,train
scrubbing face,q8bh1feUXwU,35,45,train
bending back,q8jEBWtmQ7U,142,152,train
jumping sofa,q8xYUR2rBnA,0,10,train
pulling rope (game),q9-3k-N9Gsk,0,10,train
seasoning food,q9M-xLU3nEo,33,43,train
coloring in,q9R3oeXLxqc,50,60,train
polishing furniture,q9YCHnSrcqg,109,119,train
threading needle,q9jSJK8oAKs,2,12,train
steering car,qASucIHyR2I,0,10,train
playing piccolo,qAV0V4axkec,78,88,train
bending back,qAXa_IHUWNw,76,86,train
listening with headphones,qAvPeQLAfnU,116,126,train
stacking dice,qAzRco1hcJ8,25,35,train
sucking lolly,qBmatTbroMY,556,566,train
decoupage,qBtZeoCbgl4,1053,1063,train
stacking dice,qBz4elk9b0E,24,34,train
closing door,qC9NICvkMfM,8,18,train
brushing floor,qCBv081YS3k,0,10,train
assembling bicycle,qCWie1HZAec,3,13,train
stacking dice,qCrA5ufX8lQ,78,88,train
jumping sofa,qDDcOsTxBng,59,69,train
scrapbooking,qDi0RmFPZh8,0,10,train
adjusting glasses,qDvR5zyliSk,273,283,train
playing nose flute,qEaw5y0dTEA,30,40,train
petting horse,qEdAxRrS2WA,24,34,train
scrapbooking,qElxjTVvgtA,47,57,train
pouring wine,qErHD1q2Krk,0,10,train
scrapbooking,qFV5XCvNlrI,160,170,train
seasoning food,qFm2kQSwY28,9,19,train
saluting,qGS8SIzwNJ0,21,31,train
shredding paper,qGXwk-5f5g8,22,32,train
carving marble,qGk2MRGhO8k,871,881,train
gospel singing in church,qHMrmQLLVy8,0,10,train
seasoning food,qHgYyg2XQb0,111,121,train
picking blueberries,qHqVycS6DrU,8,18,train
pulling rope (game),qICqxta5Oe4,41,51,train
doing sudoku,qILoUzuI6ak,22,32,train
sucking lolly,qIn2GqoUyuE,319,329,train
coloring in,qJqnwdlB5Ek,8,18,train
cutting cake,qJsSi3_VdbU,0,10,train
shooting off fireworks,qK-M7EPiGBg,0,10,train
pouring wine,qK0djVI-5Zw,0,10,train
opening coconuts,qK3YXSJ60Lw,0,10,train
pulling rope (game),qKe0edfYhuM,109,119,train
calculating,qKpyXkGPmXQ,133,143,train
scrapbooking,qLAvKGgLeLM,0,10,train
steer roping,qLOpki5RIsU,1,11,train
pulling espresso shot,qMJNUlT8GuI,95,105,train
closing door,qMObV1fW2QI,0,10,train
pulling rope (game),qMxeZuJzj9c,8,18,train
photobombing,qOdkxcVcVek,0,10,train
looking in mirror,qOfMFPvoZ_0,0,10,train
stacking dice,qOlQ6msJBvw,208,218,train
eating nachos,qPwphEw3AGM,830,840,train
calculating,qQaXmSLTKnE,139,149,train
testifying,qQmOSmRV0m4,708,718,train
punching person (boxing),qRQU4Y011Zs,23,33,train
carving wood with a knife,qRQzguqO7WA,834,844,train
cutting cake,qRkhbnk1ecY,0,10,train
pouring wine,qS88ZHrpg3U,67,77,train
steering car,qSOYkKb6Cac,0,10,train
playing nose flute,qSZU4Xkk82w,0,10,train
putting wallpaper on wall,qSfJV0HRXK8,20,30,train
pulling rope (game),qT1uOneJwLM,0,10,train
seasoning food,qT5eTF2ZWlo,35,45,train
picking blueberries,qTfamVxroME,0,10,train
jumping sofa,qUCcTLtXrbM,57,67,train
jumping sofa,qUFWB7nY3k8,0,10,train
curling eyelashes,qUKA4bSjnzA,147,157,train
square dancing,qUVbu3sQKsg,73,83,train
gospel singing in church,qUnYtHHheT0,11,21,train
stacking dice,qUqrjERo4cA,0,10,train
saluting,qVDzeo9g_lc,0,10,train
pouring wine,qVIl9KXE8fc,0,10,train
jumping sofa,qVRfDcjVtsM,19,29,train
pouring wine,qWBT1IIkMSQ,0,10,train
delivering mail,qWNwf6fUBhU,35,45,train
doing sudoku,qWtiVz9mrLc,137,147,train
jumping sofa,qWwThXtvDeM,37,47,train
pulling rope (game),qXP5CWGMznU,0,10,train
treating wood,qXpnVs7eKyA,119,129,train
pulling rope (game),qYCFIf6hEDA,13,23,train
poaching eggs,qYQ6xkS9YLc,0,10,train
dealing cards,qY_9A01Z4Bk,50,60,train
ski ballet,qZQR-eV0ftM,0,10,train
listening with headphones,qZ_F5wvSZ3E,278,288,train
skiing mono,q_apbffXP88,0,10,train
putting wallpaper on wall,q_e5gvOUv3g,324,334,train
scrapbooking,qaMcpL1-Po4,357,367,train
dealing cards,qaXw9MsY-2I,36,46,train
brushing floor,qameCu_M5-8,0,10,train
steering car,qbqt1B9c-nc,0,10,train
curling eyelashes,qc7OF_TA2Fo,4,14,train
using atm,qcABZkkpVb0,0,10,train
base jumping,qcI3em8pBVg,282,292,train
uncorking champagne,qcK03-GXJ_E,21,31,train
scrapbooking,qcxBs5nTsbU,284,294,train
brushing floor,qdS-hF_6pFc,22,32,train
baby waking up,qdYoWXG8l38,82,92,train
chiseling wood,qddi76heDEw,930,940,train
adjusting glasses,qe54EN7tED8,152,162,train
carving marble,qeOTFxAmZcU,1295,1305,train
eating nachos,qeSb1HIxB7s,288,298,train
cutting cake,qejTTIg8MiQ,11,21,train
scrubbing face,qfMqgh_2UUg,72,82,train
playing piccolo,qfS8xGhh3p4,10,20,train
using atm,qgB4WOMFfq4,0,10,train
pouring wine,qgDICvsSCkY,108,118,train
mixing colours,qgFFUhmJYeI,10,20,train
poaching eggs,qgJUp22dL5E,0,10,train
playing rounders,qgSxcZ4ev7U,0,10,train
being in zero gravity,qgfrvVA26Uo,4,14,train
stacking dice,qglFbXiPyZc,4,14,train
pulling rope (game),qgo_VRLpTfA,11,21,train
letting go of balloon,qhCoSdldZgM,27,37,train
filling cake,qhziL_ECy4c,444,454,train
waxing armpits,qi4GwCs9V4k,21,31,train
picking blueberries,qjYGoy4yiiE,549,559,train
filling eyebrows,qjdosRWc-C4,145,155,train
calculating,qkU9ObTu6GA,355,365,train
playing with trains,qkv3Iy1sNAw,0,10,train
shoot dance,qldF_1f6snk,11,21,train
squeezing orange,qlew7p4EbuA,67,77,train
putting wallpaper on wall,qlh2tjOmm88,0,10,train
pulling rope (game),qloVGwJnUrQ,0,10,train
steering car,qlywQMTm3kk,0,10,train
making slime,qmDEphL9jgQ,350,360,train
filling cake,qmQ1R2bM9qo,124,134,train
stacking dice,qmRABv1dYPc,196,206,train
saluting,qngdKTshn1E,22,32,train
spinning plates,qnnDuEfgvsI,0,10,train
filling cake,qntbj1UWo-Y,19,29,train
carrying weight,qo91d_HteNc,19,29,train
playing blackjack,qoDrMpA8kHE,63,73,train
playing piccolo,qp5oTVE9oVc,122,132,train
pulling rope (game),qpG79p6pN8k,109,119,train
pulling rope (game),qpQU2_AiLt8,0,10,train
opening coconuts,qpvLm3vWWJM,109,119,train
letting go of balloon,qqHKRl0kAiE,41,51,train
sieving,qqV2sFXDwjo,84,94,train
poaching eggs,qr-xinqEMaQ,21,31,train
base jumping,qrjBwc-MOE0,0,10,train
opening coconuts,qrxKMUdqxAk,9,19,train
poaching eggs,qs-e4mzBybI,22,32,train
stacking dice,qsE9EFmJwoU,0,10,train
waxing armpits,qsKfMrTEtuY,0,10,train
testifying,qtLRRtDkFY8,1447,1457,train
playing piccolo,qtff1bh39qE,0,10,train
uncorking champagne,qtiTx-EPNM4,12,22,train
cutting cake,qtncJPMQMRE,44,54,train
pulling espresso shot,qttm23k5VMM,220,230,train
peeling banana,qu49zmxkJ6o,6,16,train
ski ballet,quiKZLx3-Yk,0,10,train
letting go of balloon,quu1mamv7os,99,109,train
chiseling stone,qvEihBzkWrA,83,93,train
doing sudoku,qvMZC2QdKJg,0,10,train
stacking dice,qvwDjFHeVIY,63,73,train
ski ballet,qwB3SXn8CxA,0,10,train
blending fruit,qwNPpswA7Ow,147,157,train
putting on sari,qwo13q6qoj8,152,162,train
opening coconuts,qwrAGlmBrcc,0,10,train
entering church,qx-aIfECXR4,0,10,train
mixing colours,qxLE32WgEjs,155,165,train
pulling rope (game),qxSxWBMgZWQ,0,10,train
laying stone,qy5QSBAzM2M,49,59,train
shredding paper,qyJULbUK7YM,15,25,train
pulling rope (game),qyN5KF40cDo,0,10,train
brushing floor,qyRbZRtTJAU,66,76,train
baby waking up,qyS4_kaSEck,0,10,train
mixing colours,qyWOx_P7aTI,0,10,train
scrapbooking,qyehB6xzAx4,0,10,train
letting go of balloon,qyywYy6Yuhc,6,16,train
pouring wine,qz5liQSJbKU,28,38,train
delivering mail,qzVzrkBCnwI,13,23,train
punching person (boxing),qzlFeuNxrfQ,8,18,train
playing blackjack,qzqVr5Lfclc,0,10,train
closing door,r-TuPYd3ygc,0,10,train
picking blueberries,r-Y_4BHWpeQ,112,122,train
card stacking,r0KviR0YV9E,81,91,train
calculating,r12IkoB3-JY,108,118,train
blending fruit,r1C6grQaCtE,71,81,train
surveying,r1RosOLqwd0,209,219,train
opening coconuts,r1tSBNwR-gk,0,10,train
carving marble,r234r1DeO74,53,63,train
taking photo,r2k94RiOZ9A,99,109,train
baby waking up,r2lUPmvIGiI,0,10,train
putting wallpaper on wall,r2wRziAE1n0,88,98,train
base jumping,r3P27vAf52U,0,10,train
card stacking,r44k2wPiTAI,0,10,train
playing mahjong,r4BsI_PENN4,258,268,train
picking apples,r4xrGWL8bJ0,65,75,train
opening coconuts,r54sGd86EDc,66,76,train
brushing floor,r5LfuKL1E1Q,0,10,train
spinning plates,r5Lwj6HxmWA,113,123,train
playing shuffleboard,r5llYamN_dg,72,82,train
coloring in,r5mhqdI5c58,0,10,train
scrubbing face,r650_i78bYU,193,203,train
filling cake,r6Ybzwu8IT0,407,417,train
pouring milk,r6c0Rc6xAjU,0,10,train
playing with trains,r6eTMrRG93I,248,258,train
ski ballet,r71vECvbORQ,0,10,train
pouring wine,r7G4GLvV-eM,0,10,train
lighting candle,r7X3E4RP5rk,18,28,train
gospel singing in church,r7hmCY4AQT8,264,274,train
entering church,r8NzRoViD5k,0,10,train
playing with trains,r8T6CZ82gd0,317,327,train
jumping sofa,r8kBOPLJmjo,0,10,train
being in zero gravity,r8nYiaM1_Fc,93,103,train
sieving,r9ZggMsNx98,0,10,train
stacking dice,rBL_Jim63Hc,4,14,train
passing American football (in game),rBpDbhUW-Cg,0,10,train
square dancing,rBtUhGeo3wY,189,199,train
scrubbing face,rC54fI48Sqs,79,89,train
squeezing orange,rCMFCTuReQ4,63,73,train
filling eyebrows,rCaHfnBnnH8,21,31,train
scrubbing face,rCmADyaYnXI,50,60,train
square dancing,rD-IYMbXFV8,104,114,train
shopping,rDiopfdsHBE,182,192,train
shoot dance,rDsSBKHIGVQ,171,181,train
making slime,rE1QNJUDbpg,188,198,train
jumping sofa,rEIpIVR5RWc,1,11,train
laying stone,rEdU0-gIJIU,99,109,train
